run_id,saddle_error_mean,saddle_error_stdv,minima_error_mean,minima_error_stdv,bias_count_mean,bias_count_stdv,energy_calls_mean,energy_calls_stdv,force_calls_mean,force_calls_stdv,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
133,0.22547781779588502,0.06325082181484892,0.2679210942167796,0.3788976450872095,177.0,104.71230427541295,"[13.0, 3927.0, 9024.333333333334]","[0.0, 655.3248558285171, 4307.231851458918]","[13.0, 3927.0, 9024.333333333334]","[0.0, 655.3248558285171, 4307.231851458918]",0.1,0.003025,0.1,3.8,0.001,Scipy
134,0.1394537588129863,0.132440881356598,0.4018816482436651,0.4018816482436651,434.6666666666667,36.077077979730504,"[104.0, 10161.666666666666, 59885.666666666664]","[0.0, 391.32367960835467, 4736.148247492071]","[104.0, 10161.666666666666, 59885.666666666664]","[0.0, 391.32367960835467, 4736.148247492071]",0.1,0.003025,0.1,3.8,0.0001,FIRE
135,0.31922332458559816,0.21720824570439579,0.4018816413251694,0.4018816413251694,117.66666666666667,17.13346303452853,"[13.0, 3473.3333333333335, 6000.333333333333]","[0.0, 133.86892428375188, 1083.5572076370597]","[13.0, 3473.3333333333335, 6000.333333333333]","[0.0, 133.86892428375188, 1083.5572076370597]",0.1,0.003025,0.1,3.8,0.0001,Scipy
136,0.7575098459447385,0.09655239389093462,0.4018816482436651,0.4018816482436651,1082.3333333333333,83.0434959658023,"[104.0, 24746.666666666668, 142209.66666666666]","[0.0, 1425.2186576880833, 10714.223951779657]","[104.0, 24746.666666666668, 142209.66666666666]","[0.0, 1425.2186576880833, 10714.223951779657]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.1,FIRE
137,0.7349572600860529,0.16717825976497497,0.2679210965229448,0.3788976483486197,408.0,218.28421839427605,"[13.0, 6299.0, 17341.333333333332]","[0.0, 444.2394249350981, 7460.371095923371]","[13.0, 6299.0, 17341.333333333332]","[0.0, 444.2394249350981, 7460.371095923371]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.1,Scipy
138,0.16050701916482019,0.2766109672690298,0.4018816468470885,0.4018816468470885,1138.0,62.8702367314349,"[104.0, 24580.0, 153269.33333333334]","[0.0, 1568.1692085571208, 8262.091758279026]","[104.0, 24580.0, 153269.33333333334]","[0.0, 1568.1692085571208, 8262.091758279026]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.01,FIRE
139,0.08761554508765441,0.07337309110311273,0.2679210942167796,0.3788976450872095,341.6666666666667,234.93166855255785,"[13.0, 5546.666666666667, 14392.666666666666]","[0.0, 676.4344429104386, 10506.95291488239]","[13.0, 5546.666666666667, 14392.666666666666]","[0.0, 676.4344429104386, 10506.95291488239]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.01,Scipy
140,0.03484676619599742,0.012474214384873884,0.4018816450279113,0.4018816450279113,1095.0,42.00793575821915,"[104.0, 25053.666666666668, 153017.0]","[0.0, 918.3522684073301, 5953.991658263107]","[104.0, 25053.666666666668, 153017.0]","[0.0, 918.3522684073301, 5953.991658263107]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.001,FIRE
141,0.11886554556266025,0.112663698801313,0.2679210951263682,0.37889764637356205,401.0,302.51721714088717,"[13.0, 6334.0, 16626.333333333332]","[0.0, 1291.1041786006272, 10754.10028263122]","[13.0, 6334.0, 16626.333333333332]","[0.0, 1291.1041786006272, 10754.10028263122]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.001,Scipy
142,0.045833331115270104,0.018149568223422032,0.40188164363133466,0.4018816436313347,1096.0,120.45192678685828,"[104.0, 24151.0, 155619.0]","[0.0, 557.6277133237431, 17766.234510066184]","[104.0, 24151.0, 155619.0]","[0.0, 557.6277133237431, 17766.234510066184]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.0001,FIRE
143,0.14586421288750975,0.08729611157655791,0.0,0.0,767.0,87.69644614616186,"[13.0, 4018.0, 32793.333333333336]","[0.0, 1833.7340774132617, 5068.391088128679]","[13.0, 4018.0, 32793.333333333336]","[0.0, 1833.7340774132617, 5068.391088128679]",0.1,0.003025,0.0333333333333333,1.2666666666666666,0.0001,Scipy
144,0.7987553860425248,0.043796161810369404,0.4018816436313346,0.4018816436313347,1787.3333333333333,2.494438257849294,"[104.0, 39128.333333333336, 243432.33333333334]","[0.0, 781.0609593509473, 1283.6178905300785]","[104.0, 39128.333333333336, 243432.33333333334]","[0.0, 781.0609593509473, 1283.6178905300785]",0.1,0.003025,0.02,0.76,0.1,FIRE
145,0.5105287404756959,0.22390649041040428,0.4018816413251694,0.4018816413251694,255.0,99.079092984679,"[13.0, 11278.0, 12841.333333333334]","[0.0, 4075.3950319774726, 4457.548828174017]","[13.0, 11278.0, 12841.333333333334]","[0.0, 4075.3950319774726, 4457.548828174017]",0.1,0.003025,0.02,0.76,0.1,Scipy
146,0.038335370406398124,0.02240983913667551,0.40188164642448804,0.40188164642448804,1879.6666666666667,16.81930108205715,"[104.0, 41797.333333333336, 264174.0]","[0.0, 1414.8239780583622, 1898.6726942788216]","[104.0, 41797.333333333336, 264174.0]","[0.0, 1414.8239780583622, 1898.6726942788216]",0.1,0.003025,0.02,0.76,0.01,FIRE
147,0.11681983220951814,0.036490647391074625,0.4018816413251694,0.4018816413251694,287.6666666666667,10.338708279513881,"[13.0, 12319.333333333334, 12547.666666666666]","[0.0, 502.9912744990933, 511.1466412771279]","[13.0, 12319.333333333334, 12547.666666666666]","[0.0, 502.9912744990933, 511.1466412771279]",0.1,0.003025,0.02,0.76,0.01,Scipy
148,0.031576386907471804,0.01776298134287277,0.4018816413251694,0.4018816413251694,1794.0,88.36288813749809,"[104.0, 39374.333333333336, 258198.33333333334]","[0.0, 562.4128574474646, 12936.656866783198]","[104.0, 39374.333333333336, 258198.33333333334]","[0.0, 562.4128574474646, 12936.656866783198]",0.1,0.003025,0.02,0.76,0.001,FIRE
149,0.1700557408165667,0.12006335473620579,0.13396054801797838,0.2995448916713244,846.3333333333334,317.5335502833607,"[13.0, 6933.333333333333, 32652.0]","[0.0, 5556.853866072859, 10979.090338760614]","[13.0, 6933.333333333333, 32652.0]","[0.0, 5556.853866072859, 10979.090338760614]",0.1,0.003025,0.02,0.76,0.001,Scipy
150,0.028761035599071793,0.01739917286870345,0.4018816482436651,0.4018816482436651,1819.3333333333333,50.690783733885546,"[104.0, 38964.333333333336, 271262.3333333333]","[0.0, 915.3539691774373, 6242.833242117627]","[104.0, 38964.333333333336, 271262.3333333333]","[0.0, 915.3539691774373, 6242.833242117627]",0.1,0.003025,0.02,0.76,0.0001,FIRE
151,0.1649526577846808,0.10287041013050494,0.4018816413251694,0.4018816413251694,358.0,57.27710420985567,"[13.0, 13168.333333333334, 16814.333333333332]","[0.0, 1422.4451561386197, 2575.4821339357454]","[13.0, 13168.333333333334, 16814.333333333332]","[0.0, 1422.4451561386197, 2575.4821339357454]",0.1,0.003025,0.02,0.76,0.0001,Scipy
152,0.6849519446867585,0.04602823384565957,0.40188164593749987,0.4018816459374999,2000.0,0.0,"[104.0, 87899.33333333333]","[0.0, 1546.3234532988959]","[104.0, 87899.33333333333]","[0.0, 1546.3234532988959]",0.1,0.003025,0.01,0.38,0.1,FIRE
153,0.6624913130647,0.22042740790503187,0.1339605471083898,0.2995448896374225,1487.6666666666667,724.5487484558157,"[13.0, 17174.333333333332, 16650.0]","[0.0, 3688.353050105456, 0.0]","[13.0, 17174.333333333332, 16650.0]","[0.0, 3688.353050105456, 0.0]",0.1,0.003025,0.01,0.38,0.1,Scipy
154,0.017998476348305547,0.011654777382200544,0.4018816413251694,0.4018816413251694,2000.0,0.0,"[104.0, 85419.66666666667]","[0.0, 2919.6165653881485]","[104.0, 85419.66666666667]","[0.0, 2919.6165653881485]",0.1,0.003025,0.01,0.38,0.01,FIRE
155,0.11447024206215338,0.08245207557886798,0.1339605471083898,0.2995448896374225,1471.3333333333333,727.9383368268375,"[13.0, 16698.0, 43847.0]","[0.0, 9062.685510744963, 23398.0]","[13.0, 16698.0, 43847.0]","[0.0, 9062.685510744963, 23398.0]",0.1,0.003025,0.01,0.38,0.01,Scipy
156,0.025754018555761777,0.009283559108738695,0.40188164272174604,0.4018816427217461,2000.0,0.0,"[104.0, 86846.33333333333]","[0.0, 2281.8977969128146]","[104.0, 86846.33333333333]","[0.0, 2281.8977969128146]",0.1,0.003025,0.01,0.38,0.001,FIRE
157,0.11926484909441121,0.04657100880291337,0.1339605471083898,0.2995448896374225,1568.6666666666667,609.9974499035949,"[13.0, 16611.666666666668, 24474.0]","[0.0, 3309.859446495509, 0.0]","[13.0, 16611.666666666668, 24474.0]","[0.0, 3309.859446495509, 0.0]",0.1,0.003025,0.01,0.38,0.001,Scipy
158,0.005665247013655295,0.0024154655713001685,0.4018816436313346,0.4018816436313347,2000.0,0.0,"[104.0, 87131.0]","[0.0, 1386.0334291302886]","[104.0, 87131.0]","[0.0, 1386.0334291302886]",0.1,0.003025,0.01,0.38,0.0001,FIRE
159,0.11418771470892745,0.06225218973177044,0.2679210951263682,0.37889764637356205,1156.0,609.7327283326687,"[13.0, 21348.666666666668, 29899.0]","[0.0, 951.9139783731628, 6096.0]","[13.0, 21348.666666666668, 29899.0]","[0.0, 951.9139783731628, 6096.0]",0.1,0.003025,0.01,0.38,0.0001,Scipy
160,0.7807220588318916,0.14595245652288877,0.40188164454092323,0.4018816445409233,507.6666666666667,147.21941297110092,"[104.0, 10413.666666666666, 64700.666666666664]","[0.0, 2077.840920015026, 19109.02394739779]","[104.0, 10413.666666666666, 64700.666666666664]","[0.0, 2077.840920015026, 19109.02394739779]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.1,FIRE
161,0.5737096126427683,0.1980125750086142,0.4018816413251694,0.4018816413251694,104.0,14.98888477061141,"[13.0, 3182.0, 4773.666666666667]","[0.0, 977.9379666761419, 603.3265192985378]","[13.0, 3182.0, 4773.666666666667]","[0.0, 977.9379666761419, 603.3265192985378]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.1,Scipy
162,0.37306010073284074,0.2416846594573777,0.40188164593749987,0.4018816459374999,511.3333333333333,114.4853217180652,"[104.0, 7477.333333333333, 66774.33333333333]","[0.0, 2441.1107216911637, 15190.118396144546]","[104.0, 7477.333333333333, 66774.33333333333]","[0.0, 2441.1107216911637, 15190.118396144546]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.01,FIRE
163,0.3992223037385851,0.12448265157147959,0.1339605471083898,0.29954488963742254,180.66666666666666,69.81085557100383,"[13.0, 2935.6666666666665, 9301.666666666666]","[0.0, 976.5491396863868, 3352.816759416211]","[13.0, 2935.6666666666665, 9301.666666666666]","[0.0, 976.5491396863868, 3352.816759416211]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.01,Scipy
164,0.3855565081908865,0.2145401652434696,0.40188164593749987,0.4018816459374999,428.0,46.783187863447985,"[104.0, 12665.333333333334, 56918.0]","[0.0, 3494.0475414942803, 6207.326370239176]","[104.0, 12665.333333333334, 56918.0]","[0.0, 3494.0475414942803, 6207.326370239176]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.001,FIRE
165,0.28775095982968396,0.19506324040261913,0.0,0.0,236.66666666666666,64.34455860616515,"[13.0, 1317.0, 12281.0]","[0.0, 1210.0217628896874, 4681.74419064804]","[13.0, 1317.0, 12281.0]","[0.0, 1210.0217628896874, 4681.74419064804]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.001,Scipy
166,0.47865512064380406,0.30765660843159376,0.40188164593749987,0.4018816459374999,404.0,129.7407671731082,"[104.0, 11950.0, 54532.333333333336]","[0.0, 3948.3217531840874, 17722.59861181637]","[104.0, 11950.0, 54532.333333333336]","[0.0, 3948.3217531840874, 17722.59861181637]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.0001,FIRE
167,0.4903106526893988,0.16606727979096508,0.1339605471083898,0.29954488963742254,242.66666666666666,73.9564436378302,"[13.0, 2636.0, 15969.333333333334]","[0.0, 2702.8193921656452, 3894.6979629006178]","[13.0, 2636.0, 15969.333333333334]","[0.0, 2702.8193921656452, 3894.6979629006178]",0.0714285714285714,0.0015433673469387,0.2,7.6,0.0001,Scipy
168,0.7165190082875469,0.08294991421810873,0.4018816450279113,0.4018816450279113,827.3333333333334,55.41560149352246,"[104.0, 16674.666666666668, 105528.66666666667]","[0.0, 1337.5017341629464, 7296.527271395772]","[104.0, 16674.666666666668, 105528.66666666667]","[0.0, 1337.5017341629464, 7296.527271395772]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.1,FIRE
169,0.6335543766305617,0.22141619542417465,0.40188164454092323,0.4018816445409233,138.33333333333334,21.29684379328438,"[13.0, 5684.666666666667, 7246.333333333333]","[0.0, 1209.9722678181054, 1052.9610101465719]","[13.0, 5684.666666666667, 7246.333333333333]","[0.0, 1209.9722678181054, 1052.9610101465719]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.1,Scipy
170,0.43005680122193385,0.25594299042214086,0.40188164593749987,0.4018816459374999,858.0,34.418987008142274,"[104.0, 18305.333333333332, 111917.66666666667]","[0.0, 1374.2431452338494, 4539.108160078243]","[104.0, 18305.333333333332, 111917.66666666667]","[0.0, 1374.2431452338494, 4539.108160078243]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.01,FIRE
171,0.13670251454971385,0.06749371188132841,0.401881642234758,0.401881642234758,98.33333333333333,25.249862485874168,"[13.0, 5077.0, 5626.333333333333]","[0.0, 1497.097859192912, 2195.0535807178426]","[13.0, 5077.0, 5626.333333333333]","[0.0, 1497.097859192912, 2195.0535807178426]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.01,Scipy
172,0.4203027349435467,0.28575456722833986,0.40188164454092323,0.4018816445409233,825.6666666666666,72.15877555009432,"[104.0, 17297.0, 109977.33333333333]","[0.0, 2136.7378563283487, 10053.717631912199]","[104.0, 17297.0, 109977.33333333333]","[0.0, 2136.7378563283487, 10053.717631912199]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.001,FIRE
173,0.21878987002520325,0.10398690564704564,0.1339605471083898,0.29954488963742254,334.3333333333333,167.85178647313296,"[13.0, 4304.333333333333, 18475.666666666668]","[0.0, 602.6111700111625, 9595.119465413423]","[13.0, 4304.333333333333, 18475.666666666668]","[0.0, 602.6111700111625, 9595.119465413423]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.001,Scipy
174,0.16279640575201537,0.1884577943935711,0.4018816436313346,0.4018816436313347,784.6666666666666,92.4097156989218,"[104.0, 16559.0, 107216.33333333333]","[0.0, 1210.0391178249845, 12593.832097058024]","[104.0, 16559.0, 107216.33333333333]","[0.0, 1210.0391178249845, 12593.832097058024]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.0001,FIRE
175,0.2837561149615395,0.1055245431811026,0.0,0.0,545.3333333333334,87.36640595153774,"[13.0, 4317.333333333333, 33855.666666666664]","[0.0, 1209.9896234633127, 5993.124301137837]","[13.0, 4317.333333333333, 33855.666666666664]","[0.0, 1209.9896234633127, 5993.124301137837]",0.0714285714285714,0.0015433673469387,0.1,3.8,0.0001,Scipy
176,0.7217803041028267,0.02770805344292392,0.4018816413251694,0.4018816413251694,1993.3333333333333,9.428090415820632,"[104.0, 41277.0, 252255.0]","[0.0, 4459.848951104361, 0.0]","[104.0, 41277.0, 252255.0]","[0.0, 4459.848951104361, 0.0]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.1,FIRE
177,0.4883788899064738,0.2771036092366951,0.4018816436313346,0.4018816436313347,296.6666666666667,70.67452786463373,"[13.0, 10223.0, 11204.666666666666]","[0.0, 1460.5412238847168, 978.3061325009104]","[13.0, 10223.0, 11204.666666666666]","[0.0, 1460.5412238847168, 978.3061325009104]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.1,Scipy
178,0.047759844070654256,0.010952597295073896,0.40188164454092323,0.4018816445409233,1993.3333333333333,9.428090415820632,"[104.0, 49535.0, 258913.0]","[0.0, 2048.5370389621958, 0.0]","[104.0, 49535.0, 258913.0]","[0.0, 2048.5370389621958, 0.0]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.01,FIRE
179,0.06134779606439933,0.043774376061628435,0.401881642234758,0.401881642234758,236.0,39.6316371938716,"[13.0, 10968.333333333334, 11024.333333333334]","[0.0, 2647.0744018423225, 2627.2048940947784]","[13.0, 10968.333333333334, 11024.333333333334]","[0.0, 2647.0744018423225, 2627.2048940947784]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.01,Scipy
180,0.020292667200787196,0.016977699313721697,0.40188164593749987,0.4018816459374999,1993.3333333333333,9.428090415820632,"[104.0, 42423.0, 265208.0]","[0.0, 1124.5802179776535, 0.0]","[104.0, 42423.0, 265208.0]","[0.0, 1124.5802179776535, 0.0]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.001,FIRE
181,0.2389386431643199,0.15381026144772644,0.0,0.0,1340.3333333333333,140.22442329668854,"[13.0, 3559.0, 61739.666666666664]","[0.0, 2894.6308918409613, 7878.32217050193]","[13.0, 3559.0, 61739.666666666664]","[0.0, 2894.6308918409613, 7878.32217050193]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.001,Scipy
182,0.03499220255395812,0.027164214037921335,0.4018816413251694,0.4018816413251694,1992.6666666666667,10.370899457402697,"[104.0, 43043.333333333336, 268481.0]","[0.0, 1833.9220872823967, 0.0]","[104.0, 43043.333333333336, 268481.0]","[0.0, 1833.9220872823967, 0.0]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.0001,FIRE
183,0.20556201002413946,0.11349737802980253,1.6666666750412655e-09,3.726779981225822e-09,1376.3333333333333,247.4002604867038,"[13.0, 6816.666666666667, 70150.66666666667]","[0.0, 4342.914254532574, 14079.2435718527]","[13.0, 6816.666666666667, 70150.66666666667]","[0.0, 4342.914254532574, 14079.2435718527]",0.0714285714285714,0.0015433673469387,0.0333333333333333,1.2666666666666666,0.0001,Scipy
184,0.648070982355071,0.09121350986159817,0.40188164272174604,0.4018816427217461,2000.0,0.0,"[104.0, 74468.66666666667]","[0.0, 2274.1190724224525]","[104.0, 74468.66666666667]","[0.0, 2274.1190724224525]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.1,FIRE
185,0.6778442000482982,0.28516479582381243,0.2679210942167796,0.3788976450872095,907.0,758.9321445294039,"[13.0, 9340.666666666666, 34751.333333333336]","[0.0, 2670.760981859332, 28789.75338939572]","[13.0, 9340.666666666666, 34751.333333333336]","[0.0, 2670.760981859332, 28789.75338939572]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.1,Scipy
186,0.010035080576311342,0.005867026189607418,0.4018816436313346,0.4018816436313347,2000.0,0.0,"[104.0, 74573.66666666667]","[0.0, 594.7376639232535]","[104.0, 74573.66666666667]","[0.0, 594.7376639232535]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.01,FIRE
187,0.10423218435018593,0.052746426304869296,0.4018816413251694,0.4018816413251694,424.6666666666667,21.29684379328438,"[13.0, 18721.0, 20638.333333333332]","[0.0, 1936.741593501828, 1373.0261792438223]","[13.0, 18721.0, 20638.333333333332]","[0.0, 1936.741593501828, 1373.0261792438223]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.01,Scipy
188,0.015080826934903015,0.00823240284689532,0.40188164272174604,0.4018816427217461,2000.0,0.0,"[104.0, 74794.66666666667]","[0.0, 3859.6269537640837]","[104.0, 74794.66666666667]","[0.0, 3859.6269537640837]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.001,FIRE
189,0.16204017181566552,0.05687372036184108,0.1339605471083898,0.2995448896374225,1466.0,755.1900423072327,"[13.0, 15864.666666666666, 17511.0]","[0.0, 3889.5324769037334, 0.0]","[13.0, 15864.666666666666, 17511.0]","[0.0, 3889.5324769037334, 0.0]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.001,Scipy
190,0.01783566233195866,0.012017219327607279,0.40188164593749987,0.4018816459374999,2000.0,0.0,"[104.0, 73686.33333333333]","[0.0, 4520.927215615055]","[104.0, 73686.33333333333]","[0.0, 4520.927215615055]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.0001,FIRE
191,0.23488825333638266,0.030256551836409056,0.0,0.0,2000.0,0.0,"[13.0, 12576.0]","[0.0, 3140.6178797597563]","[13.0, 12576.0]","[0.0, 3140.6178797597563]",0.0714285714285714,0.0015433673469387,0.02,0.76,0.0001,Scipy
192,0.7599859138020353,0.03109503876145325,0.4018816436313346,0.4018816436313347,2000.0,0.0,"[104.0, 148207.66666666666]","[0.0, 7847.359739994649]","[104.0, 148207.66666666666]","[0.0, 7847.359739994649]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.1,FIRE
193,0.4812370708116096,0.2378811476343425,0.2679210942167796,0.3788976450872095,1106.0,632.1582080460555,"[13.0, 26109.333333333332, 29965.0]","[0.0, 4857.2771750802485, 492.0]","[13.0, 26109.333333333332, 29965.0]","[0.0, 4857.2771750802485, 492.0]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.1,Scipy
194,0.002486651597625226,0.0019695836612749515,0.40188164272174604,0.4018816427217461,2000.0,0.0,"[104.0, 145935.0]","[0.0, 1937.5608377545207]","[104.0, 145935.0]","[0.0, 1937.5608377545207]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.01,FIRE
195,0.08288964957086752,0.05194821869540782,0.401881642234758,0.40188164223475803,801.3333333333334,116.05841441082829,"[13.0, 37756.0, 38060.0]","[0.0, 6370.320138475512, 6620.194911531432]","[13.0, 37756.0, 38060.0]","[0.0, 6370.320138475512, 6620.194911531432]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.01,Scipy
196,0.5133474229549065,0.3590653044576827,0.40188164593749987,0.4018816459374999,2000.0,0.0,"[104.0, 161195.0]","[0.0, 949.6466009346143]","[104.0, 161195.0]","[0.0, 949.6466009346143]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.001,FIRE
197,0.32910095567486636,0.16168479301542898,0.0,0.0,2000.0,0.0,"[13.0, 20934.333333333332]","[0.0, 12398.633213203606]","[13.0, 20934.333333333332]","[0.0, 12398.633213203606]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.001,Scipy
198,0.27582010936607354,0.3518715767658423,0.4018816482436651,0.4018816482436651,2000.0,0.0,"[104.0, 168067.66666666666]","[0.0, 3510.787407722408]","[104.0, 168067.66666666666]","[0.0, 3510.787407722408]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.0001,FIRE
199,0.3561837666930903,0.13451504934655334,1.6666666750412655e-09,3.726779981225822e-09,2000.0,0.0,"[13.0, 15593.0]","[0.0, 10233.980392138079]","[13.0, 15593.0]","[0.0, 10233.980392138079]",0.0714285714285714,0.0015433673469387,0.01,0.38,0.0001,Scipy
