found_minima,found_saddles,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.05003516,  0.46669891]), array([-0.5582236 ,  1.44172589])]","[array([0.16460483, 0.33121389]), array([ 0.62496384, -0.52196397]), array([0.16460483, 0.33121389]), array([ 0.62496384, -0.52196397])]",8,"[13, 26, 123]","[13, 26, 123]",96,7,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.5582235 ,  1.44172603])]","[array([0.16460483, 0.33121389]), array([ 0.62503905, -0.52197334]), array([0.16460483, 0.33121389]), array([ 0.62503905, -0.52197334])]",8,"[13, 26, 128]","[13, 26, 128]",16,7,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.16460483, 0.33121389]), array([ 0.5454749 , -0.51630382]), array([0.16460483, 0.33121389]), array([ 0.5454749 , -0.51630382])]",10,"[13, 26, 186]","[13, 26, 186]",416,7,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822364,  1.44172584]), array([-0.05005939,  0.46670368])]","[array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753277]), array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753277])]",6,"[13, 30, 78]","[13, 30, 78]",17,8,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05568354,  0.46800661]), array([-0.55822342,  1.44172616])]","[array([0.20304532, 0.12293706]), array([-0.31081974,  0.50490961]), array([0.20304532, 0.12293706]), array([-0.31081974,  0.50490961])]",19,"[13, 166, 267]","[13, 166, 267]",32,3,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05003509,  0.46669889])]","[array([0.96629572, 0.45814319]), array([0.01536913, 1.25842243]), array([0.96629572, 0.45814319]), array([0.01536913, 1.25842243])]",10,"[13, 31, 145]","[13, 31, 145]",97,8,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001082,  0.4666941 ])]","[array([0.96629572, 0.45814319]), array([0.07037616, 1.31342918]), array([0.96629572, 0.45814319]), array([0.07037616, 1.31342918])]",10,"[13, 31, 161]","[13, 31, 161]",417,8,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001326,  0.46669459]), array([-0.55822363,  1.44172584])]","[array([0.16460483, 0.33121389]), array([ 1.03300685, -0.33912747]), array([0.16460483, 0.33121389]), array([ 1.03300685, -0.33912747])]",27,"[13, 26, 405]","[13, 26, 405]",336,7,0.3333333333333333,0.03361111111111112,0.01,0.38,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05153298,  0.4670421 ]), array([-0.55822363,  1.44172584])]","[array([0.11329578, 0.08715674]), array([-0.22926131,  0.47915875]), array([0.11329578, 0.08715674]), array([-0.22926131,  0.47915875])]",22,"[13, 345, 407]","[13, 345, 407]",432,3,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001079,  0.4666941 ]), array([-0.55822363,  1.44172585])]","[array([0.42965194, 0.54274462]), array([-0.50491382,  0.06078626]), array([0.42965194, 0.54274462]), array([-0.50491382,  0.06078626])]",6,"[101, 241, 719]","[101, 241, 719]",480,1,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500108,  0.4666941]), array([-0.55822361,  1.44172586])]","[array([0.42965194, 0.54274462]), array([-0.57246947,  0.06610424]), array([0.42965194, 0.54274462]), array([-0.57246947,  0.06610424])]",6,"[101, 241, 704]","[101, 241, 704]",400,1,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05010798,  0.46671327]), array([-0.55822351,  1.44172602])]","[array([ 0.61715116, -0.52192561]), array([ 1.13861604, -0.37233626]), array([ 0.61715116, -0.52192561]), array([ 1.13861604, -0.37233626])]",12,"[13, 40, 195]","[13, 40, 195]",18,9,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.16460483, 0.33121389]), array([ 0.62493942, -0.52196036]), array([0.16460483, 0.33121389]), array([ 0.62493942, -0.52196036])]",25,"[13, 26, 468]","[13, 26, 468]",496,7,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05751294,  0.46846682]), array([-0.55822345,  1.44172611])]","[array([0.21038341, 0.11475115]), array([-0.34247418,  0.48965653]), array([0.21038341, 0.11475115]), array([-0.34247418,  0.48965653])]",15,"[13, 120, 227]","[13, 120, 227]",33,4,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.66143957, -0.5245615 ]), array([1.28540168, 0.23270575]), array([ 0.66143957, -0.5245615 ]), array([1.28540168, 0.23270575])]",12,"[13, 40, 168]","[13, 40, 168]",418,9,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500595,  0.4667037]), array([-0.55822351,  1.44172603])]","[array([0.42965194, 0.54274462]), array([-0.45511291,  0.05607548]), array([0.42965194, 0.54274462]), array([-0.45511291,  0.05607548])]",6,"[101, 225, 801]","[101, 225, 801]",0,1,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001081,  0.46669411])]","[array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753278]), array([0.96629572, 0.45814319]), array([-0.01013448,  1.48753278])]",6,"[13, 31, 85]","[13, 31, 85]",497,8,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822329,  1.44172632])]","[array([ 0.89446485, -0.45058289]), array([ 0.6205488, -0.5219584]), array([ 0.89446485, -0.45058289]), array([ 0.6205488, -0.5219584])]",8,"[13, 28, 117]","[13, 28, 117]",19,10,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005946,  0.4667037 ]), array([-0.55822361,  1.44172588])]","[array([ 0.61715118, -0.5219256 ]), array([ 1.1730915, -0.2876966]), array([ 0.61715118, -0.5219256 ]), array([ 1.1730915, -0.2876966])]",17,"[13, 41, 280]","[13, 41, 280]",98,9,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500352 ,  0.46669891]), array([-0.55822359,  1.44172591])]","[array([0.42965194, 0.54274462]), array([-0.072658 ,  0.9285229]), array([0.42965194, 0.54274462]), array([-0.072658 ,  0.9285229])]",8,"[101, 234, 959]","[101, 234, 959]",80,1,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001085,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.89446485, -0.45058289]), array([ 0.66480407, -0.52459004]), array([ 0.89446485, -0.45058289]), array([ 0.66480407, -0.52459004])]",7,"[13, 31, 119]","[13, 31, 119]",419,10,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001326,  0.46669458])]","[array([0.96629572, 0.45814319]), array([-0.72528004,  1.96574126]), array([0.96629572, 0.45814319]), array([-0.72528004,  1.96574126])]",17,"[13, 31, 242]","[13, 31, 242]",337,8,0.3333333333333333,0.03361111111111112,0.01,0.38,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05003514,  0.4666989 ])]","[array([ 0.89446485, -0.45058289]), array([-0.97463533,  1.80103254]), array([ 0.89446485, -0.45058289]), array([-0.97463533,  1.80103254])]",5,"[13, 39, 87]","[13, 39, 87]",99,10,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500157 ,  0.46669507]), array([-0.55822363,  1.44172586])]","[array([0.16460483, 0.33121389]), array([ 0.80516863, -0.49117561]), array([0.16460483, 0.33121389]), array([ 0.80516863, -0.49117561])]",41,"[13, 26, 688]","[13, 26, 688]",256,7,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001894,  0.46669571]), array([-0.55822359,  1.44172591])]","[array([0.16460483, 0.33121389]), array([ 1.03302389, -0.33913002]), array([0.16460483, 0.33121389]), array([ 1.03302389, -0.33913002])]",42,"[13, 26, 684]","[13, 26, 684]",176,7,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822363,  1.44172584])]","[array([ 0.61715118, -0.5219256 ]), array([1.23557253, 0.23492348]), array([ 0.61715118, -0.5219256 ]), array([1.23557253, 0.23492348])]",12,"[13, 41, 195]","[13, 41, 195]",498,9,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001569,  0.46669506]), array([-0.55822363,  1.44172584])]","[array([ 0.61715118, -0.5219256 ]), array([1.13071465, 0.24072877]), array([ 0.61715118, -0.5219256 ]), array([1.13071465, 0.24072877])]",12,"[13, 41, 180]","[13, 41, 180]",338,9,0.3333333333333333,0.03361111111111112,0.01,0.38,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001892,  0.4666957 ])]","[array([0.96629572, 0.45814319]), array([-0.78188545,  1.94419514]), array([0.96629572, 0.45814319]), array([-0.78188545,  1.94419514])]",15,"[13, 31, 228]","[13, 31, 228]",177,8,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.05001568,  0.46669506])]","[array([0.96629572, 0.45814319]), array([-0.72528004,  1.96574126]), array([0.96629572, 0.45814319]), array([-0.72528004,  1.96574126])]",17,"[13, 31, 248]","[13, 31, 248]",257,8,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001082,  0.4666941 ]), array([-0.55822364,  1.44172584])]","[array([ 0.95846087, -0.40819709]), array([-0.40844396,  0.04953024]), array([ 0.95846087, -0.40819709]), array([-0.40844396,  0.04953024])]",9,"[101, 580, 1044]","[101, 580, 1044]",481,2,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002705,  0.46669731]), array([-0.55822363,  1.44172585])]","[array([ 0.61715118, -0.5219256 ]), array([1.1307283, 0.2407267]), array([ 0.61715118, -0.5219256 ]), array([1.1307283, 0.2407267])]",12,"[13, 41, 174]","[13, 41, 174]",178,9,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001083,  0.46669411]), array([-0.55822364,  1.44172584])]","[array([ 0.87899564, -0.40254045]), array([-0.40844396,  0.04953025]), array([ 0.87899564, -0.40254045]), array([-0.40844396,  0.04953025])]",9,"[101, 647, 1138]","[101, 647, 1138]",401,2,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002056,  0.46669603]), array([-0.55822364,  1.44172584])]","[array([ 0.61715118, -0.5219256 ]), array([1.07631545, 0.34023961]), array([ 0.61715118, -0.5219256 ]), array([1.07631545, 0.34023961])]",19,"[13, 41, 275]","[13, 41, 275]",258,9,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002704,  0.46669829]), array([-0.55822363,  1.44172584])]","[array([0.15337531, 0.45069814]), array([0.77573913, 0.19882837]), array([0.15337531, 0.45069814]), array([0.77573913, 0.19882837])]",40,"[13, 224, 863]","[13, 224, 863]",433,4,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05120684,  0.46695903]), array([-0.55822355,  1.44172596])]","[array([ 0.95846085, -0.40819709]), array([-0.40963997,  0.04979516]), array([ 0.95846085, -0.40819709]), array([-0.40963997,  0.04979516])]",9,"[101, 590, 1144]","[101, 590, 1144]",1,2,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001894,  0.46669571]), array([-0.55822363,  1.44172584])]","[array([ 0.89446485, -0.45058289]), array([ 1.02456095, -0.34835301]), array([ 0.89446485, -0.45058289]), array([ 1.02456095, -0.34835301])]",14,"[13, 31, 214]","[13, 31, 214]",179,10,0.3333333333333333,0.03361111111111112,0.03333333333333333,1.2666666666666666,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05010803,  0.46671328]), array([-0.55822362,  1.44172587])]","[array([ 0.95846085, -0.40819709]), array([-0.40854117,  0.04954942]), array([ 0.95846085, -0.40819709]), array([-0.40854117,  0.04954942])]",9,"[101, 594, 1143]","[101, 594, 1143]",81,2,0.3333333333333333,0.03361111111111112,0.1,3.8000000000000003,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001327,  0.46669459]), array([-0.55822364,  1.44172583])]","[array([ 0.89446485, -0.45058289]), array([ 1.02454481, -0.34835055]), array([ 0.89446485, -0.45058289]), array([ 1.02454481, -0.34835055])]",36,"[13, 31, 571]","[13, 31, 571]",339,10,0.3333333333333333,0.03361111111111112,0.01,0.38,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001085,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([ 0.89446485, -0.45058289]), array([ 1.10714606, -0.35301964]), array([ 0.89446485, -0.45058289]), array([ 1.10714606, -0.35301964])]",34,"[13, 31, 645]","[13, 31, 645]",499,10,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500157 ,  0.46669507]), array([-0.55822363,  1.44172585])]","[array([ 0.89446485, -0.45058289]), array([ 1.02455134, -0.34835158]), array([ 0.89446485, -0.45058289]), array([ 1.02455134, -0.34835158])]",23,"[13, 31, 359]","[13, 31, 359]",259,10,0.3333333333333333,0.03361111111111112,0.02,0.76,0.55,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05011035,  0.46672021]), array([-0.55822364,  1.44172584])]","[array([ 0.21552743, -0.02041404]), array([0.11069737, 0.42244757]), array([ 0.21552743, -0.02041404]), array([0.11069737, 0.42244757])]",19,"[13, 313, 358]","[13, 313, 358]",434,5,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001693,  0.46669565]), array([-0.55822364,  1.44172584])]","[array([0.75389833, 0.56235612]), array([0.74729675, 0.35757052]), array([0.75389833, 0.56235612]), array([0.74729675, 0.35757052])]",12,"[101, 810, 1441]","[101, 810, 1441]",402,3,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001851,  0.46669603]), array([-0.55822363,  1.44172584])]","[array([0.23687098, 0.38566019]), array([0.41228683, 0.45078868]), array([0.23687098, 0.38566019]), array([0.41228683, 0.45078868])]",46,"[13, 276, 976]","[13, 276, 976]",435,6,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05209926,  0.46717754]), array([-0.55822328,  1.44172633])]","[array([1.0107558 , 0.41859183]), array([0.25669629, 0.97843387]), array([1.0107558 , 0.41859183]), array([0.25669629, 0.97843387])]",16,"[101, 733, 2009]","[101, 733, 2009]",2,3,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001686,  0.46669564]), array([-0.55822364,  1.44172583])]","[array([ 1.13864055, -0.3749365 ]), array([-0.60085962,  0.87101993]), array([ 1.13864055, -0.3749365 ]), array([-0.60085962,  0.87101993])]",11,"[101, 1125, 1380]","[101, 1125, 1380]",403,4,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001086,  0.46669411]), array([-0.55822363,  1.44172584])]","[array([0.29353162, 0.46806191]), array([-0.26902958,  1.02883063]), array([0.29353162, 0.46806191]), array([-0.26902958,  1.02883063])]",4,"[101, 225, 448]","[101, 225, 448]",404,5,0.2,0.012100000000000003,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05012979,  0.46672481]), array([-0.55822363,  1.44172584])]","[array([0.17830838, 0.07229417]), array([-0.49772374,  0.49793743]), array([0.17830838, 0.07229417]), array([-0.49772374,  0.49793743])]",30,"[13, 357, 610]","[13, 357, 610]",436,7,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002696,  0.46669827]), array([-0.55822363,  1.44172584])]","[array([-0.04252127,  0.46571225]), array([-0.05904937,  0.46238595]), array([-0.04252127,  0.46571225]), array([-0.05904937,  0.46238595])]",13,"[13, 209, 230]","[13, 209, 230]",437,8,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05566755,  0.46804515]), array([-0.55822358,  1.44172593])]","[array([ 1.08890633, -0.37255465]), array([-0.36266018,  1.03095202]), array([ 1.08890633, -0.37255465]), array([-0.36266018,  1.03095202])]",12,"[101, 1121, 1497]","[101, 1121, 1497]",3,4,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05010114,  0.466718  ]), array([-0.55822363,  1.44172584])]","[array([0.13969082, 0.04050464]), array([-0.34936194,  0.4668627 ]), array([0.13969082, 0.04050464]), array([-0.34936194,  0.4668627 ])]",23,"[13, 303, 453]","[13, 303, 453]",438,9,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002448,  0.46669759]), array([-0.55822363,  1.44172584])]","[array([0.07346854, 0.28567696]), array([-0.42141585,  0.49453633]), array([0.07346854, 0.28567696]), array([-0.42141585,  0.49453633])]",23,"[13, 253, 404]","[13, 253, 404]",439,10,0.2,0.012100000000000003,0.2,7.6000000000000005,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05005943,  0.4667037 ]), array([-0.55822341,  1.44172615])]","[array([0.29353162, 0.46806191]), array([ 0.99126227, -0.48587432]), array([0.29353162, 0.46806191]), array([ 0.99126227, -0.48587432])]",19,"[101, 225, 2372]","[101, 225, 2372]",4,5,0.3333333333333333,0.03361111111111112,0.2,7.6000000000000005,0.55,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001095,  0.46669413]), array([-0.55822362,  1.44172585])]","[array([ 1.04370766, -0.43444192]), array([1.23232745, 0.40485938]), array([ 1.04370766, -0.43444192]), array([1.23232745, 0.40485938])]",43,"[101, 1420, 5460]","[101, 1420, 5460]",482,3,0.2,0.012100000000000003,0.1,3.8000000000000003,0.55,FIRE
